author_id,final_first_name,final_last_name,first_top5_publication_year,years_since_first_publication,entry_cohort,doi_full,from_publication_number,to_publication_number,publication_transition,previous_publication_year,publication_year,gap_years
AFZ014048,Alex,Rees-Jones,2012,5,2011-2015,10.1257/aer.p20171028,4,5,4 to 5,2017,2017,0
AFZ014048,Alex,Rees-Jones,2012,7,2011-2015,10.1093/restud/rdz045,5,6,5 to 6,2017,2019,2
AFZ014053,Mar,Reguant,2014,0,2011-2015,10.1257/aer.104.9.2872,1,2,1 to 2,2014,2014,0
AFZ014053,Mar,Reguant,2014,2,2011-2015,10.1086/684484,2,3,2 to 3,2014,2016,2
AFZ014053,Mar,Reguant,2014,2,2011-2015,10.1257/aer.20141529,3,4,3 to 4,2016,2016,0
AFZ014053,Mar,Reguant,2014,9,2011-2015,10.3982/ecta20769,4,5,4 to 5,2016,2023,7
AFZ014064,Lucrezia,Reichlin,1994,4,1991-1995,10.1111/1467-937x.00053,1,2,1 to 2,1994,1998,4
AFZ014086,Ricardo,Reis,2002,4,2001-2005,10.1111/j.1467-937x.2006.00396.x,1,2,1 to 2,2002,2006,4
AFZ014086,Ricardo,Reis,2002,4,2001-2005,10.1257/000282806777211937,2,3,2 to 3,2006,2006,0
AFZ014086,Ricardo,Reis,2002,11,2001-2005,10.1257/aer.103.3.135,3,4,3 to 4,2006,2013,7
AFZ014114,Ludovic,Renou,2014,2,2011-2015,10.1093/restud/rdw034,1,2,1 to 2,2014,2016,2
AFZ014114,Ludovic,Renou,2014,6,2011-2015,10.1257/aer.20180210,2,3,2 to 3,2016,2020,4
AFZ014132,Diego,Restuccia,2004,6,2001-2005,10.1111/j.1467-937x.2010.00610.x,1,2,1 to 2,2004,2010,6
AFZ014132,Diego,Restuccia,2004,6,2001-2005,10.1162/qjec.2010.125.1.129,2,3,2 to 3,2010,2010,0
AFZ014132,Diego,Restuccia,2004,10,2001-2005,10.1257/aer.104.6.1667,3,4,3 to 4,2010,2014,4
AFZ014145,Helene,Rey,2001,3,2001-2005,10.1257/0002828041302389,1,2,1 to 2,2001,2004,3
AFZ014145,Helene,Rey,2001,4,2001-2005,10.1162/qjec.2005.120.1.1,2,3,2 to 3,2004,2005,1
AFZ014145,Helene,Rey,2001,5,2001-2005,10.1257/aer.96.5.1631,3,4,3 to 4,2005,2006,1
AFZ014145,Helene,Rey,2001,6,2001-2005,10.1086/521966,4,5,4 to 5,2006,2007,1
AFZ014145,Helene,Rey,2001,7,2001-2005,10.1257/aer.98.2.333,5,6,5 to 6,2007,2008,1
AFZ014145,Helene,Rey,2001,10,2001-2005,10.1257/aer.101.3.398,6,7,6 to 7,2008,2011,3
AFZ014165,Paul,Rhode,1993,10,1991-1995,10.1257/000282803322655482,1,2,1 to 2,1993,2003,10
AFZ014166,Andrew,Rhodes,2014,6,2011-2015,10.1086/711917,1,2,1 to 2,2014,2020,6
AFZ014166,Andrew,Rhodes,2014,9,2011-2015,10.3982/ecta19978,2,3,2 to 3,2020,2023,3
AFZ014166,Andrew,Rhodes,2014,10,2011-2015,10.1257/aer.20221524,3,4,3 to 4,2023,2024,1
AFZ014170,David,Ribar,2002,3,2001-2005,10.1257/000282805774670176,1,2,1 to 2,2002,2005,3
AFZ014220,Gil,Riella,2012,3,2011-2015,10.1257/aer.20111046,1,2,1 to 2,2012,2015,3
AFZ014220,Gil,Riella,2012,7,2011-2015,10.1257/aer.20180688,2,3,2 to 3,2015,2019,4
AFZ014220,Gil,Riella,2012,7,2011-2015,10.3982/ecta14156,3,4,3 to 4,2019,2019,0
AFZ014231,Roberto,Rigobon,2003,5,2001-2005,10.1111/j.1467-937x.2008.00509.x,1,2,1 to 2,2003,2008,5
AFZ014231,Roberto,Rigobon,2003,5,2001-2005,10.1162/qjec.2008.123.2.531,2,3,2 to 3,2008,2008,0
AFZ014231,Roberto,Rigobon,2003,7,2001-2005,10.1257/aer.100.1.304,3,4,3 to 4,2008,2010,2
AFZ014231,Roberto,Rigobon,2003,11,2001-2005,10.1093/qje/qju008,4,5,4 to 5,2010,2014,4
AFZ014232,Natalia,Rigol,2013,8,2011-2015,10.1257/aer.20200705,1,2,1 to 2,2013,2021,8
AFZ014232,Natalia,Rigol,2013,9,2011-2015,10.1257/aer.20200751,2,3,2 to 3,2021,2022,1
AFZ014232,Natalia,Rigol,2013,11,2011-2015,10.1257/aer.20220296,3,4,3 to 4,2022,2024,2
AFZ014233,Luca,Rigotti,2004,3,2001-2005,10.1257/aer.97.4.1340,1,2,1 to 2,2004,2007,3
AFZ014233,Luca,Rigotti,2004,4,2001-2005,10.3982/ecta7660,2,3,2 to 3,2007,2008,1
AFZ014282,Luis,Rivera-Batiz,1991,3,1991-1995,10.2307/2118437,1,2,1 to 2,1991,1994,3
AFZ014286,Steven,Rivkin,2005,5,2001-2005,10.1257/aer.100.2.267,1,2,1 to 2,2005,2010,5
AFZ014310,James,Roberts,2013,5,2011-2015,10.1257/aer.20170092,1,2,1 to 2,2013,2018,5
AFZ014310,James,Roberts,2013,6,2011-2015,10.1086/704760,2,3,2 to 3,2018,2019,1
AFZ014310,James,Roberts,2013,6,2011-2015,10.1093/qje/qjz034,3,4,3 to 4,2019,2019,0
AFZ014310,James,Roberts,2013,8,2011-2015,10.1257/aer.20171611,4,5,4 to 5,2019,2021,2
AFZ014310,James,Roberts,2013,9,2011-2015,10.1086/718916,5,6,5 to 6,2021,2022,1
AFZ014310,James,Roberts,2013,9,2011-2015,10.1093/restud/rdac035,6,7,6 to 7,2022,2022,0
AFZ014310,James,Roberts,2013,11,2011-2015,10.1086/734134,7,8,7 to 8,2022,2024,2
AFZ014311,Joanne,Roberts,2002,1,2001-2005,10.1111/1467-937x.00237,1,2,1 to 2,2002,2003,1
AFZ014325,Jean-Marc,Robin,1993,7,1991-1995,10.1111/1468-0262.00093,1,2,1 to 2,1993,2000,7
AFZ014325,Jean-Marc,Robin,1993,9,1991-1995,10.1111/1468-0262.00377; 10.1111/j.1468-0262.2002.00441.x,2,3,2 to 3,2000,2002,2
AFZ014325,JEAN-MARC,Robin,1993,11,1991-1995,10.1111/j.1467-937x.2004.00301.x,3,4,3 to 4,2002,2004,2
AFZ014348,Arthur,Robson,1992,3,1991-1995,10.2307/2171906,1,2,1 to 2,1992,1995,3
AFZ014348,Arthur,Robson,1992,9,1991-1995,10.1086/322083,2,3,2 to 3,1995,2001,6
AFZ014348,Arthur,Robson,1992,11,1991-1995,10.1257/000282803321455205,3,4,3 to 4,2001,2003,2
AFZ014357,Guillaume,Rocheteau,2004,0,2001-2005,10.1111/j.1468-0262.2005.00568.x,1,2,1 to 2,2004,2004,0
AFZ014357,Guillaume,Rocheteau,2004,3,2001-2005,10.1257/aer.97.2.198,2,3,2 to 3,2004,2007,3
AFZ014357,Guillaume,Rocheteau,2004,5,2001-2005,10.3982/ecta7250,3,4,3 to 4,2007,2009,2
AFZ014357,Guillaume,Rocheteau,2004,8,2001-2005,10.1086/668864,4,5,4 to 5,2009,2012,3
AFZ014362,Jonah,Rockoff,2004,4,2001-2005,10.1257/aer.98.3.1103,1,2,1 to 2,2004,2008,4
AFZ014362,Jonah,Rockoff,2004,6,2001-2005,10.1257/aer.100.2.261,2,3,2 to 3,2008,2010,2
AFZ014362,Jonah,Rockoff,2004,8,2001-2005,10.1257/aer.102.7.3184,3,4,3 to 4,2010,2012,2
AFZ014362,Jonah,Rockoff,2004,9,2001-2005,10.1093/qje/qjt026,4,5,4 to 5,2012,2013,1
AFZ014362,Jonah,Rockoff,2004,10,2001-2005,10.1257/aer.104.9.2593,5,6,5 to 6,2013,2014,1
AFZ014362,Jonah,Rockoff,2004,10,2001-2005,10.1257/aer.104.9.2633,6,7,6 to 7,2014,2014,0
AFZ014402,Robert,Rogerson,1995,1,1991-1995,10.2307/2946660,1,2,1 to 2,1995,1996,1
AFZ014402,Robert,Rogerson,1995,6,1991-1995,10.1162/003355301753265589,2,3,2 to 3,1996,2001,5
AFZ014414,Dominic,Rohner,2013,2,2011-2015,10.1086/682584,1,2,1 to 2,2013,2015,2
AFZ014414,Dominic,Rohner,2013,2,2011-2015,10.1093/qje/qju038,2,3,2 to 3,2015,2015,0
AFZ014414,Dominic,Rohner,2013,4,2011-2015,10.1257/aer.20150774,3,4,3 to 4,2015,2017,2
AFZ014414,Dominic,Rohner,2013,4,2011-2015,10.3982/ecta13117,4,5,4 to 5,2017,2017,0
AFZ014414,Dominic,Rohner,2013,6,2011-2015,10.1257/aer.20170263,5,6,5 to 6,2017,2019,2
AFZ014418,Benjamin,Roin,2015,1,2011-2015,10.1257/aer.p20161091,1,2,1 to 2,2015,2016,1
AFZ014424,Gerard,Roland,1992,5,1991-1995,10.1162/003355300555420,1,2,1 to 2,1992,1997,5
AFZ014424,Gerard,Roland,1992,5,1991-1995,10.1162/003355300555457,2,3,2 to 3,1997,1997,0
AFZ014424,Gerard,Roland,1992,8,1991-1995,10.1086/262113,3,4,3 to 4,1997,2000,3
AFZ014424,Gerard,Roland,1992,8,1991-1995,10.1086/317686,4,5,4 to 5,2000,2000,0
AFZ014433,Lars-Hendrik,Roller,2001,5,2001-2005,10.1257/000282806776157713,1,2,1 to 2,2001,2006,5
AFZ014440,John,Romalis,2004,10,2001-2005,10.1093/qje/qju001,1,2,1 to 2,2004,2014,10
AFZ014443,Joseph,Romano,2001,4,2001-2005,10.1111/j.1468-0262.2005.00615.x,1,2,1 to 2,2001,2005,4
AFZ014443,Joseph,Romano,2001,9,2001-2005,10.3982/ecta6706,2,3,2 to 3,2005,2010,5
AFZ014451,Daniel,Romer,1992,1,1991-1995,10.2307/2118453,1,2,1 to 2,1992,1993,1
AFZ014472,Dan-Olof,Rooth,2014,6,2011-2015,10.1093/qje/qjaa047,1,2,1 to 2,2014,2020,6
AFZ014472,Dan-Olof,Rooth,2014,7,2011-2015,10.1093/restud/rdab028,2,3,2 to 3,2020,2021,1
AFZ014480,Andrew,Rose,1991,10,1991-1995,10.1257/aer.91.2.386,1,2,1 to 2,1991,2001,10
AFZ014480,Andrew,Rose,1991,11,1991-1995,10.1162/003355302753650328,2,3,2 to 3,2001,2002,1
AFZ014492,Adam,Rosen,2013,0,2011-2015,10.3982/ecta8718,1,2,1 to 2,2013,2013,0
AFZ014492,Adam,Rosen,2013,4,2011-2015,10.3982/ecta12223,2,3,2 to 3,2013,2017,4
AFZ014508,Tanya,Rosenblat,2004,2,2001-2005,10.1257/000282806776157515,1,2,1 to 2,2004,2006,2
AFZ014508,Tanya,Rosenblat,2004,3,2001-2005,10.1257/aer.97.2.80,2,3,2 to 3,2006,2007,1
AFZ014508,Tanya,Rosenblat,2004,5,2001-2005,10.1162/qjec.2009.124.3.1307,3,4,3 to 4,2007,2009,2
AFZ014508,Tanya,Rosenblat,2004,5,2001-2005,10.1162/qjec.2009.124.4.1815,4,5,4 to 5,2009,2009,0
AFZ014548,Peter,Rossi,1993,0,1991-1995,10.2307/2951766,1,2,1 to 2,1993,1993,0
AFZ014548,Peter,Rossi,1993,10,1991-1995,10.1257/000282803321455142,2,3,2 to 3,1993,2003,10
AFZ014550,Esteban,Rossi-Hansberg,2002,2,2001-2005,10.1257/0002828041302037,1,2,1 to 2,2002,2004,2
AFZ014550,Esteban,Rossi-Hansberg,2002,3,2001-2005,10.1257/000282805775014371,2,3,2 to 3,2004,2005,1
AFZ014550,Esteban,RossiHansberg,2002,4,2001-2005,10.1162/003355306776083527; 10.1162/qjec.2006.121.1.31; 10.1093/qje/121.1.31,3,4,3 to 4,2005,2006,1
AFZ014550,Esteban,RossiHansberg,2002,4,2001-2005,10.1162/qjec.121.4.1383; 10.1093/qje/121.4.1383,4,5,4 to 5,2006,2006,0
AFZ014550,Esteban,RossiHansberg,2002,5,2001-2005,10.1111/j.1467-937x.2007.00432.x,5,6,5 to 6,2006,2007,1
AFZ014550,Esteban,Rossi-Hansberg,2002,5,2001-2005,10.1257/aer.97.5.1639,6,7,6 to 7,2007,2007,0
AFZ014550,Esteban,Rossi-Hansberg,2002,6,2001-2005,10.1257/aer.98.5.1978,7,8,7 to 8,2007,2008,1
AFZ014550,Esteban,RossiHansberg,2002,8,2001-2005,10.1086/653138,8,9,8 to 9,2008,2010,2
AFZ014550,Esteban,RossiHansberg,2002,8,2001-2005,10.1162/qjec.2010.125.2.829,9,10,9 to 10,2010,2010,0
AFZ014550,Esteban,Rossi-Hansberg,2002,10,2001-2005,10.1093/qje/qjs016,10,11,10 to 11,2010,2012,2
AFZ014550,Esteban,Rossi-Hansberg,2002,10,2001-2005,10.1257/aer.102.3.447,11,12,11 to 12,2012,2012,0
AFZ014550,Esteban,Rossi-Hansberg,2002,10,2001-2005,10.3982/ecta8700,12,13,12 to 13,2012,2012,0
AFZ014550,Esteban,Rossi-Hansberg,2002,11,2001-2005,10.1257/aer.103.6.2296,13,14,13 to 14,2012,2013,1
AFZ014564,Jeffrey,Roth,2014,2,2011-2015,10.1257/aer.p20161074,1,2,1 to 2,2014,2016,2
AFZ014571,Christoph,Rothe,2012,5,2011-2015,10.3982/ecta13141,1,2,1 to 2,2012,2017,5
AFZ014571,Christoph,Rothe,2012,6,2011-2015,10.1257/aer.20160945,2,3,2 to 3,2017,2018,1
AFZ014576,Casey,Rothschild,2011,1,2011-2015,10.1093/qje/qjs076,1,2,1 to 2,2011,2012,1
AFZ014597,Peter,Rousseau,2001,1,2001-2005,10.1257/000282802320189249,1,2,1 to 2,2001,2002,1
AFZ014597,Peter,Rousseau,2001,6,2001-2005,10.1257/aer.97.2.266,2,3,2 to 3,2002,2007,5
AFZ014597,Peter,Rousseau,2001,8,2001-2005,10.1086/676405,3,4,3 to 4,2007,2009,2
AFZ014602,Sebastien,Roux,2012,6,2011-2015,10.1086/697206,1,2,1 to 2,2012,2018,6
AFZ014620,Heather,Royer,2011,2,2011-2015,10.1257/aer.103.6.2087,1,2,1 to 2,2011,2013,2
AFZ014620,Heather,Royer,2011,10,2011-2015,10.1093/restud/rdab056,2,3,2 to 3,2013,2021,8
AFZ014624,Kareen,Rozen,2014,8,2011-2015,10.1257/aer.20201026,1,2,1 to 2,2014,2022,8
AFZ014644,Yona,Rubinstein,2001,7,2001-2005,10.1162/qjec.2008.123.2.441,1,2,1 to 2,2001,2008,7
AFZ014644,Yona,Rubinstein,2001,7,2001-2005,10.1162/qjec.2008.123.3.1061,2,3,2 to 3,2008,2008,0
AFZ014648,JUAN,RUBIO-RAMIREZ,2005,2,2001-2005,10.1111/j.1467-937x.2007.00437.x,1,2,1 to 2,2005,2007,2
AFZ014648,Juan,Rubio-Ramirez,2005,2,2001-2005,10.1257/aer.97.3.1021,2,3,2 to 3,2007,2007,0
AFZ014648,JUAN,RUBIO-RAMIREZ,2005,4,2001-2005,10.1111/j.1467-937x.2009.00578.x,3,4,3 to 4,2007,2009,2
AFZ014648,Juan,Rubio-Ramirez,2005,6,2001-2005,10.1257/aer.101.6.2530,4,5,4 to 5,2009,2011,2
AFZ014648,Juan,Rubio-Ramirez,2005,10,2001-2005,10.1257/aer.20121236,5,6,5 to 6,2011,2015,4
AFZ014651,Randal,Rucker,1991,4,1991-1995,10.1086/261979,1,2,1 to 2,1991,1995,4
AFZ014653,Leena,Rudanko,2011,3,2011-2015,10.1093/restud/rdu007,1,2,1 to 2,2011,2014,3
AFZ014653,Leena,Rudanko,2011,3,2011-2015,10.1257/aer.104.5.183,2,3,2 to 3,2014,2014,0
AFZ014675,K,Ruhl,2013,0,2011-2015,10.1093/restud/rdt018,1,2,1 to 2,2013,2013,0
AFZ014675,Kim,Ruhl,2013,2,2011-2015,10.1257/aer.p20151045,2,3,2 to 3,2013,2015,2
AFZ014675,Kim,Ruhl,2013,4,2011-2015,10.1086/696279,3,4,3 to 4,2015,2017,2
AFZ014675,Kim,Ruhl,2013,9,2011-2015,10.1257/aer.20190285,4,5,4 to 5,2017,2022,5
AFZ014675,Kim,Ruhl,2013,11,2011-2015,10.1086/733420,5,6,5 to 6,2022,2024,2
AFZ014681,Isabel,Ruiz,2013,2,2011-2015,10.1257/aer.p20151110,1,2,1 to 2,2013,2015,2
AFZ014712,Devesh,Rustagi,2015,9,2011-2015,10.3982/ecta20579,1,2,1 to 2,2015,2024,9
AFZ014713,Aldo,Rustichini,1994,0,1991-1995,10.2307/2951615,1,2,1 to 2,1994,1994,0
AFZ014713,Aldo,Rustichini,1994,4,1991-1995,10.2307/2998545,2,3,2 to 3,1994,1998,4
AFZ014713,Aldo,Rustichini,1994,5,1991-1995,10.1111/1468-0262.00072,3,4,3 to 4,1998,1999,1
AFZ014713,Aldo,Rustichini,1994,6,1991-1995,10.1162/003355300554917,4,5,4 to 5,1999,2000,1
AFZ014713,Aldo,Rustichini,1994,7,1991-1995,10.1111/1468-0262.00224,5,6,5 to 6,2000,2001,1
AFZ014713,Aldo,Rustichini,1994,9,1991-1995,10.1111/1468-0262.00437,6,7,6 to 7,2001,2003,2
AFZ014713,Aldo,Rustichini,1994,9,1991-1995,10.1162/00335530360698496,7,8,7 to 8,2003,2003,0
AFZ014713,Aldo,Rustichini,1994,10,1991-1995,10.1257/0002828041301821,8,9,8 to 9,2003,2004,1
AFZ014725,Nicholas,Ryan,2013,0,2011-2015,10.1257/aer.103.3.314,1,2,1 to 2,2013,2013,0
AFZ014725,Nicholas,Ryan,2013,5,2011-2015,10.3982/ecta12876,2,3,2 to 3,2013,2018,5
AFZ014725,Nicholas,Ryan,2013,7,2011-2015,10.3982/ecta17041,3,4,3 to 4,2018,2020,2
AFZ014725,Nicholas,Ryan,2013,8,2011-2015,10.1086/717045,4,5,4 to 5,2020,2021,1
AFZ014732,Marc,Rysman,2004,8,2001-2005,10.1086/669540,1,2,1 to 2,2004,2012,8
AFZ014753,Hamid,Sabourian,1995,5,1991-1995,10.1111/1468-0262.00169,1,2,1 to 2,1995,2000,5
AFZ014753,Hamid,Sabourian,1995,10,1991-1995,10.1111/j.1468-0262.2005.00595.x,2,3,2 to 3,2000,2005,5
AFZ014760,Brian,Sack,2003,2,2001-2005,10.1257/0002828053828446,1,2,1 to 2,2003,2005,2
AFZ014770,Sally,Sadoff,2011,8,2011-2015,10.1086/707025,1,2,1 to 2,2011,2019,8
AFZ014770,Sally,Sadoff,2011,8,2011-2015,10.1093/restud/rdz030,2,3,2 to 3,2019,2019,0
AFZ014771,Elisabeth,Sadoulet,2015,1,2011-2015,10.1257/aer.20150474,1,2,1 to 2,2015,2016,1
AFZ014771,Elisabeth,Sadoulet,2015,5,2011-2015,10.1257/aer.20190661,2,3,2 to 3,2016,2020,4
AFZ014771,Elisabeth,Sadoulet,2015,8,2011-2015,10.1257/aer.20211207,3,4,3 to 4,2020,2023,3
AFZ014775,Tomasz,Sadzik,2015,5,2011-2015,10.1093/restud/rdaa049,1,2,1 to 2,2015,2020,5
AFZ014777,E,Saez,2001,1,2001-2005,10.1162/003355302760193959,1,2,1 to 2,2001,2002,1
AFZ014777,Emmanuel,Saez,2001,2,2001-2005,10.1162/00335530360535135,2,3,2 to 3,2002,2003,1
AFZ014777,Emmanuel,Saez,2001,2,2001-2005,10.1162/00335530360698432,3,4,3 to 4,2003,2003,0
AFZ014777,Emmanuel,Saez,2001,4,2001-2005,10.1162/003355305774268174,4,5,4 to 5,2003,2005,2
AFZ014777,Emmanuel,Saez,2001,4,2001-2005,10.1257/0002828054201404,5,6,5 to 6,2005,2005,0
AFZ014777,Emmanuel,Saez,2001,5,2001-2005,10.1162/qjec.121.4.1311; 10.1093/qje/121.4.1311,6,7,6 to 7,2005,2006,1
AFZ014777,Emmanuel,Saez,2001,5,2001-2005,10.1257/000282806777211838,7,8,7 to 8,2006,2006,0
AFZ014777,Emmanuel,Saez,2001,5,2001-2005,10.1257/000282806777212116,8,9,8 to 9,2006,2006,0
AFZ014777,Emmanuel,Saez,2001,8,2001-2005,10.3982/ecta7343,9,10,9 to 10,2006,2009,3
AFZ014777,Emmanuel,Saez,2001,9,2001-2005,10.1162/qjec.2010.125.1.91,10,11,10 to 11,2009,2010,1
AFZ014777,Emmanuel,Saez,2001,10,2001-2005,10.1093/qje/qjr041,11,12,11 to 12,2010,2011,1
AFZ014777,Emmanuel,Saez,2001,10,2001-2005,10.3982/ecta9113,12,13,12 to 13,2011,2011,0
AFZ014777,Emmanuel,Saez,2001,11,2001-2005,10.1093/qje/qjr052,13,14,13 to 14,2011,2012,1
AFZ014777,Emmanuel,Saez,2001,11,2001-2005,10.1257/aer.102.6.2981,14,15,14 to 15,2012,2012,0
AFZ014802,Maher,Said,2012,6,2011-2015,10.1257/aer.20170299,1,2,1 to 2,2012,2018,6
AFZ014808,Gilles,SaintPaul,1992,3,1991-1995,10.2307/2118449,1,2,1 to 2,1992,1995,3
AFZ014808,Gilles,SaintPaul,1992,9,1991-1995,10.1086/318604,2,3,2 to 3,1995,2001,6
AFZ014808,Gilles,SaintPaul,1992,10,1991-1995,10.1086/339744,3,4,3 to 4,2001,2002,1
AFZ014809,Kota,Saito,2013,2,2011-2015,10.1257/aer.20131030,1,2,1 to 2,2013,2015,2
AFZ014809,Kota,Saito,2013,2,2011-2015,10.3982/ecta12273,2,3,2 to 3,2015,2015,0
AFZ014820,Jozsef,Sakovics,2001,3,2001-2005,10.1111/j.1468-0262.2004.00526.x,1,2,1 to 2,2001,2004,3
AFZ014820,Jozsef,Sakovics,2001,11,2001-2005,10.1257/aer.102.7.3439,2,3,2 to 3,2004,2012,8
AFZ014825,X,Sala-i-Martin,1992,1,1991-1995,10.2307/2118407,1,2,1 to 2,1992,1993,1
AFZ014825,Xavier,Sala-i-Martin,1992,7,1991-1995,10.1257/aer.89.5.1358,2,3,2 to 3,1993,1999,6
AFZ014825,Xavier,Sala-i-Martin,1992,8,1991-1995,10.1086/317676,3,4,3 to 4,1999,2000,1
AFZ014843,James,Sallee,2011,0,2011-2015,10.1257/aer.101.4.1375,1,2,1 to 2,2011,2011,0
AFZ014843,James,Sallee,2011,8,2011-2015,10.1086/705553,2,3,2 to 3,2011,2019,8
AFZ014856,Kjell,Salvanes,2005,0,2001-2005,10.1257/0002828053828635,1,2,1 to 2,2005,2005,0
AFZ014856,Kjell,Salvanes,2005,2,2001-2005,10.1162/qjec.122.1.409,2,3,2 to 3,2005,2007,2
AFZ014856,Kjell,Salvanes,2005,10,2001-2005,10.1086/679627,3,4,3 to 4,2007,2015,8
AFZ014856,Kjell,Salvanes,2005,11,2001-2005,10.1257/aer.p20161075,4,5,4 to 5,2015,2016,1
AFZ014873,Thomas,Sampson,2015,2,2011-2015,10.1257/aer.20151739,1,2,1 to 2,2015,2017,2
AFZ014873,Thomas,Sampson,2015,8,2011-2015,10.1257/aer.20201940,2,3,2 to 3,2017,2023,6
AFZ014882,Lisa,Sanbonmatsu,2012,1,2011-2015,10.1257/aer.103.3.226,1,2,1 to 2,2012,2013,1
AFZ014891,Benjamin,Sand,2012,2,2011-2015,10.1257/aer.104.5.381,1,2,1 to 2,2012,2014,2
AFZ014891,Benjamin,Sand,2012,6,2011-2015,10.1257/aer.20141374,2,3,2 to 3,2014,2018,4
AFZ014896,Justin,Sandefur,2015,5,2011-2015,10.1257/aer.20181478,1,2,1 to 2,2015,2020,5
AFZ014901,Seth,Sanders,2002,0,2001-2005,10.1257/000282802760015595,1,2,1 to 2,2002,2002,0
AFZ014905,William,Sandholm,2002,0,2001-2005,10.1111/j.1468-0262.2002.00440.x; 10.1111/1468-0262.00376,1,2,1 to 2,2002,2002,0
AFZ014905,William,Sandholm,2002,3,2001-2005,10.1111/j.1467-937x.2005.00355.x,2,3,2 to 3,2002,2005,3
AFZ014905,William,Sandholm,2002,6,2001-2005,10.1111/j.1467-937x.2007.00469.x,3,4,3 to 4,2005,2008,3
AFZ014951,Andres,Santos,2012,0,2011-2015,10.3982/ecta8773,1,2,1 to 2,2012,2012,0
AFZ014951,Andres,Santos,2012,1,2011-2015,10.3982/ecta10851,2,3,2 to 3,2012,2013,1
AFZ014951,Andres,Santos,2012,2,2011-2015,10.3982/ecta10017,3,4,3 to 4,2013,2014,1
AFZ014951,Andres,Santos,2012,6,2011-2015,10.1093/restud/rdy049,4,5,4 to 5,2014,2018,4
AFZ014951,Andres,Santos,2012,6,2011-2015,10.3982/ecta13559,5,6,5 to 6,2018,2018,0
AFZ014951,Andres,Santos,2012,6,2011-2015,10.3982/ecta15463,6,7,6 to 7,2018,2018,0
AFZ014951,Andres,Santos,2012,11,2011-2015,10.3982/ecta13830,7,8,7 to 8,2018,2023,5
AFZ014951,Andres,Santos,2012,11,2011-2015,10.3982/ecta18979,8,9,8 to 9,2023,2023,0
AFZ014953,Cezar,Santos,2014,3,2011-2015,10.1257/aer.p20171056,1,2,1 to 2,2014,2017,3
AFZ014953,Cezar,Santos,2014,5,2011-2015,10.3982/ecta11530,2,3,2 to 3,2017,2019,2
AFZ014955,Manuel,Santos,1991,2,1991-1995,10.1086/261914,1,2,1 to 2,1991,1993,2
AFZ014955,Manuel,Santos,1991,6,1991-1995,10.2307/2171812,2,3,2 to 3,1993,1997,4
AFZ014955,Manuel,Santos,1991,7,1991-1995,10.2307/2998564,3,4,3 to 4,1997,1998,1
AFZ014955,Manuel,Santos,1991,8,1991-1995,10.1111/1467-937x.00100,4,5,4 to 5,1998,1999,1
AFZ014955,Manuel,Santos,1991,9,1991-1995,10.1111/1468-0262.00165,5,6,5 to 6,1999,2000,1
AFZ014958,Tano,Santos,2001,3,2001-2005,10.1086/379934,1,2,1 to 2,2001,2004,3
AFZ014958,Tano,Santos,2001,3,2001-2005,10.1257/0002828041464506,2,3,2 to 3,2004,2004,0
AFZ014958,Tano,Santos,2001,5,2001-2005,10.1086/508031,3,4,3 to 4,2004,2006,2
AFZ014958,Tano,Santos,2001,8,2001-2005,10.1257/aer.99.2.594,4,5,4 to 5,2006,2009,3
AFZ014959,Tarscila,Santos,2001,0,2001-2005,10.1162/003355301556310,1,2,1 to 2,2001,2001,0
AFZ014964,Paola,Sapienza,2004,0,2001-2005,10.1257/0002828041464498,1,2,1 to 2,2004,2004,0
AFZ014964,Paola,Sapienza,2004,5,2001-2005,10.1162/qjec.2009.124.3.1095,2,3,2 to 3,2004,2009,5
AFZ014964,Paola,Sapienza,2004,9,2001-2005,10.1257/aer.103.3.636,3,4,3 to 4,2009,2013,4
AFZ014964,Paola,Sapienza,2004,11,2001-2005,10.1257/aer.p20151074,4,5,4 to 5,2013,2015,2
AFZ014979,Rajiv,Sarin,2004,6,2001-2005,10.1257/aer.100.5.2187,1,2,1 to 2,2004,2010,6
AFZ014980,Rakesh,Sarin,1992,2,1991-1995,10.2307/2951663,1,2,1 to 2,1992,1994,2
AFZ014980,Rakesh,Sarin,1992,5,1991-1995,10.1162/003355397555235,2,3,2 to 3,1994,1997,3
AFZ014980,Rakesh,Sarin,1992,5,1991-1995,10.2307/2971720,3,4,3 to 4,1997,1997,0
AFZ014990,Pierre-Daniel,Sarte,2004,6,2001-2005,10.1086/653138,1,2,1 to 2,2004,2010,6
AFZ014990,Pierre-Daniel,Sarte,2004,7,2001-2005,10.1086/659311,2,3,2 to 3,2010,2011,1
AFZ015013,Shanker,Satyanath,2004,9,2001-2005,10.1257/aer.103.2.863,1,2,1 to 2,2004,2013,9
AFZ015023,Jesus,Saurina,2012,2,2011-2015,10.3982/ecta10104,1,2,1 to 2,2012,2014,2
AFZ015023,Jesus,Saurina,2012,5,2011-2015,10.1086/694289,2,3,2 to 3,2014,2017,3
AFZ015058,Huntley,Schaller,2001,3,2001-2005,10.1257/0002828043052295,1,2,1 to 2,2001,2004,3
AFZ015061,Simone,Schaner,2015,6,2011-2015,10.1257/aer.20200705,1,2,1 to 2,2015,2021,6
AFZ015067,Ernesto,Schargrodsky,2004,1,2001-2005,10.1086/426041,1,2,1 to 2,2004,2005,1
